# Generated from libretro-database's Sony - PlayStation DAT.
# Source: https://github.com/libretro/libretro-database
# License: CC-BY-SA-4.0
rvlshoyscnb0	Hugo - Magic in the Trollwoods (Scandinavia) (En,Sv,No,Da,Fi)
rvlshpeusab0	Our House - Party! (USA)
rvlshseusab0	Hyper Fighters (USA) (En,Fr,Es)
rvlshspeurb0	Hyper Fighters (Europe) (En,Fr,Es)
rvlshteusab0	Mathews Bow Hunting (USA) (En,Fr,Es)
rvlshueusab0	Cabela's Dangerous Hunts 2011 - Special Edition (USA)
rvlshveusab0	Hot Wheels - Track Attack (USA) (En,Fr,Es)
rvlshvpeurb0	Hot Wheels - Track Attack (Europe) (En,Fr,De,Es,It,Nl)
rvlshvxbrab0	Hot Wheels - Track Attack (Brazil) (En,Es,Pt)
rvlshweusab0	Hollywood Squares (USA)
rvlshxeusab0	Happy Feet Two (USA) (En,Fr,Es)
rvlshxpeurb0	Happy Feet Two (Europe) (En,Fr,De,Es,It,Nl)
rvlshyeusab0	NHL Slapshot (USA)
rvlshypukvb0	NHL Slapshot (Europe)
rvlshzeusab0	Harley Davidson - Road Trip (USA)
rvlsi3eusab0	FIFA Soccer 12 (USA) (En,Fr,Es)
rvlsi3peurb0	FIFA 12 (Europe) (En,Fr,Nl)
rvlsi3xeuzb0	FIFA 12 (Europe) (De,Es,It)
rvlsiaeusab0	Ice Age - Continental Drift - Arctic Games (USA)
rvlsiaiitab0	Era Glaciale 4, L' - Continenti alla Deriva - Giochi Polari (Italy)
rvlsiapeurb0	Ice Age 4 - Continental Drift - Arctic Games (Europe) (En,Fr,De,Es,Nl,Sv)
rvlsideusab0	Sid Meier's Pirates! (USA) (En,Fr,Es)
rvlsidpeurb0	Sid Meier's Pirates! (Europe) (En,Fr,De,Es,It)
rvlsifeusab0	Island of Dr. Frankenstein, The (USA) (En,Fr,Es)
rvlsifpeurb0	Island of Dr. Frankenstein, The (Europe) (En,Fr,De,Es,It) (Rev 1)
rvlsiheusab0	Sing 4 - The Hits Edition (USA) (En,Fr,Es)
rvlsiieusab0	Mario & Sonic at the London 2012 Olympic Games (USA) (En,Ja,Fr,Es)
rvlsiijjpnb0	Mario & Sonic at London Olympic (Japan)
rvlsiikkorb0	Mariowa Sonic London Olympic (Korea)
rvlsiipeurb0	Mario & Sonic at the London 2012 Olympic Games (Europe) (En,Ja,Fr,De,Es,It,Nl,Ko)
rvlsijeusab0	Nickelodeon iCarly 2 - iJoin the Click! (USA)
rvlsijpeurb0	Nickelodeon iCarly 2 - iJoin the Click! (Europe) (En,De,Es,It)
rvlsileusab0	Worms - Battle Islands (USA) (En,Fr,Es)
rvlsilpeurb0	Worms - Battle Islands (Europe) (En,Fr,De,Es,It)
rvlsimeusab0	MySims Collection (USA) (En,Fr,Es)
rvlsinpeurb0	We Sing Robbie Williams (Europe, Australia) (En,Fr,De,Es,It)
rvlsipeusab1	I Spy Game Pack (USA)
rvlsiseusab0	Princess Isabella - A Witch's Curse (USA)
rvlsisjjpnb0	Isometric & Karate Exercise - Wii de Kotsuban Fitness (Japan)
rvlsispeurb0	Princess Isabella - A Witch's Curse (Europe) (En,Fr,De,Nl)
rvlsitpeurb0	We Sing Deutsche Hits (Germany) (En,De)
rvlsiuuausb0	We Sing Down Under (Australia)
rvlsixeusab0	Drawsome! Artist & Drawsome! Sketch Quest (USA) (En,Fr,Es)
rvlsj2eusab0	Scooby-Doo! and the Spooky Swamp (USA) (En,Fr,Es)
rvlsj2peurb0	Scooby-Doo! and the Spooky Swamp (Europe) (En,Fr,De,Es,It)
rvlsj3jjpnb0	Jinsei Game - Happy Family (Japan)
rvlsj3peurb0	Jakers! Kart Racing (Europe) (En,Fr,De,Es,It,Sv,No,Da,Fi)
rvlsj5jjpnb0	Jinsei Game - Happy Family - Gotouchi Neta Zouryou Shiage (Japan)
rvlsj6eusab0	Just Dance - Disney Party (USA) (En,Fr,Es)
rvlsj6peurb0	Just Dance - Disney Party (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi,Pl)
rvlsj7eusab0	Just Dance Kids 2014 (USA) (En,Fr,Es)
rvlsj7peurb0	Just Dance Kids 2014 (Europe) (En,Fr,Es)
rvlsj9eusab0	Just Dance - Summer Party (USA) (En,Fr,Es)
rvlsj9peurb0	Just Dance 2 - Extra Songs (Europe) (En,Fr,De,Es,It)
rvlsjaeusab0	Jaws - Ultimate Predator (USA) (En,Es)
rvlsjbeusab0	GoldenEye 007 (USA) (En,Fr)
rvlsjbjjpnb0	GoldenEye 007 (Japan)
rvlsjbpeurb0	GoldenEye 007 (Europe) (En,Fr,De,Es,It)
rvlsjceusab0	Jerry Rice & Nitus' Dog Football (USA)
rvlsjdeusab0	Just Dance 3 (USA) (En,Fr,Es)
rvlsjdjjpnb0	Just Dance Wii 2 (Japan)
rvlsjdkkorb0	Just Dance 3 (Korea)
rvlsjdpeurb0	Just Dance 3 (Europe) (En,Fr,De,Es,It)
rvlsjdxeuzb0	Just Dance 3 (Europe) (En,Fr,De,Es,It) (Special Edition)
rvlsjdyusab0	Just Dance 3 (USA) (En,Fr,Es) (Best Buy)
rvlsjdzusab0	Just Dance 3 (USA) (En,Fr,Es) (Target)
rvlsjeeusab0	JumpStart Escape from Adventure Island (USA)
rvlsjfeusab0	KidFit Island Resort (USA)
rvlsjfpukvb0	Junior Fitness Trainer (UK)
rvlsjfxeurb0	Junior Fitness Trainer (Europe) (En,Fr,De,Es,It)
rvlsjgeusab0	JumpStart Get Moving Family Fitness (USA)
rvlsjheusab0	Just Dance - Greatest Hits (USA) (En,Fr,Es)
rvlsjieusab0	Jillian Michaels Fitness Ultimatum 2011 (USA) (En,Es)
rvlsjjeusab0	Jimmie Johnson's Anything with an Engine (USA) (En,Fr,Es)
rvlsjkeusab0	JumpStart Crazy Karts (USA)
rvlsjleusab0	Junior League Sports (USA) (En,Fr,Es)
rvlsjlpeurb0	Junior League Sports (Europe) (En,Fr,De,Es,It,Nl)
rvlsjmeusab0	Jillian Michaels Fitness Ultimatum 2010 (USA) (En,Es)
rvlsjmpeurb0	Jillian Michaels Fitness Ultimatum 2010 (Europe) (En,Fr,De,Es,It)
rvlsjneusab0	Just Dance 2016 (USA) (En,Fr,Es)
rvlsjnpeurb0	Just Dance 2016 (Europe) (En,Fr,De,Es,It,Nl)
rvlsjoeusab0	Just Dance 2014 (USA) (En,Fr,Es)
rvlsjopeurb0	Just Dance 2014 (Europe) (En,Fr,De,Es,It,Nl)
rvlsjpeusab0	Jeopardy! (USA)
rvlsjqeusab0	Jewel Quest Trilogy (USA)
rvlsjqpukvb0	Jewel Quest Trilogy (Europe)
rvlsjreusab0	Def Jam - Rapstar (USA) (En,Fr,De,Es,It,Pt)
rvlsjrpeurb0	Def Jam - Rapstar (UK) (En,Fr,De,Es,It,Pt)
rvlsjrxeuub0	Def Jam - Rapstar (Germany) (En,Fr,De,Es,It,Pt)
rvlsjryeutb0	Def Jam - Rapstar (France) (En,Fr,De,Es,It,Pt)
rvlsjrzeurb0	Def Jam - Rapstar (Europe) (En,Fr,De,Es,It,Pt)
rvlsjseusab0	JumpStart Pet Rescue (USA)
rvlsjtpeurb0	Just Dance - Best Of (Europe) (En,Fr,De,Es,It)
rvlsjueusab0	Dino Strike (USA) (En,Fr,Es)
rvlsjupeurb0	Dino Strike (Europe) (En,Fr,De,Es,It)
rvlsjveusab0	Shawn Johnson Gymnastics (USA) (En,Fr,Es)
rvlsjwjjpnb0	Winning Eleven Play Maker 2010 - Aoki Samurai no Chousen (Japan)
rvlsjxdeuzb0	Just Dance 4 (Europe) (En,Fr,De,Es,It) (Special Edition)
rvlsjxeusab0	Just Dance 4 (USA) (En,Fr,Es)
rvlsjxpeurb0	Just Dance 4 (Europe) (En,Fr,De,Es,It)
rvlsjzeusab0	Just Dance Kids 2 (USA) (En,Fr,Es)
rvlsjzpeurb0	Just Dance Kids (Europe) (En,Fr,De,Es,It)
rvlsk3eusab0	Trauma Team (USA)
rvlsk4eusab0	DreamWorks Shrek Forever After (USA) (En,Fr)
rvlsk4iitab0	DreamWorks Shrek e Vissero Felici e Contenti (Italy)
rvlsk4peurb0	DreamWorks Shrek Forever After (Europe) (En,Fr,De,Es,Nl,Sv)
rvlsk5pukvb0	Kylie Sing & Dance (Europe)
rvlsk6kkorb0	K-Pop Dance Festival (Korea)
rvlsk7peurb0	Disney Violetta - Rhythm & Music (Europe) (En,Fr,De,Es,It,Pt)
rvlsk7xltnb0	Disney Violetta - Rhythm & Music (Latin America) (En,Fr,Es,Pt)
rvlsk8dfahb0	Skylanders - Trap Team (Europe) (Fr,Nl)
rvlsk8eusab0	Skylanders - Trap Team (USA) (En,Fr)
rvlsk8eusab1	Skylanders - Trap Team (USA) (En,Fr) (Rev 1)
rvlsk8ieuzb0	Skylanders - Trap Team (Europe) (Es,It)
rvlsk8peurb0	Skylanders - Trap Team (Europe) (En,De) (Rev 1)
rvlsk8veurb0	Skylanders - Trap Team (Scandinavia) (Sv,No,Da,Fi) (Rev 1)
rvlsk8vscne0	Skylanders - Trap Team (Scandinavia) (Sv,No,Da,Fi)
rvlsk8xltne0	Skylanders - Trap Team (Latin America) (En,Fr,Es,Pt)
rvlskaeusab0	Karaoke Revolution Glee (USA) (En,Fr,Es)
rvlskapeurb0	Karaoke Revolution Glee (Europe) (En,Fr,De,Es,It,Nl)
rvlskbeusab0	Kidz Bop Dance Party! The Video Game (USA) (En,Fr)
rvlskceusab0	Bigfoot - King of Crush (USA) (En,Fr,Es)
rvlskdjjpnb1	Karaoke Joysound Wii - Duet Kyoku-hen (Japan) (Rev 1)
rvlskejjpnb1	Karaoke Joysound Wii - Enka Kayoukyoku-hen (Japan) (Rev 1)
rvlskgeusab0	Karaoke Revolution Glee - Volume 2 (USA) (En,Fr,Es) (Rev 1)
rvlskgpeurb0	Karaoke Revolution Glee - Volume 2 (Europe, Australia) (En,Fr,De,Es,It,Nl)
rvlskhjjpnb0	Kamen Rider - Super Climax Heroes (Japan)
rvlskjeusab0	You Don't Know Jack (USA)
rvlskkpeurb0	Captain Morgane and the Golden Turtle (Europe) (En,Fr,De,Es,It)
rvlskkxeuzb0	Captain Morgane and the Golden Turtle (Europe) (Fr,It)
rvlskldnoeb0	K11 - Kommissare im Einsatz (Germany)
rvlskmjjpnb0	Kamen Rider - Climax Heroes W (Japan)
rvlskneusab0	Skylanders - SuperChargers Racing (USA) (En,Fr,Es,Pt)
rvlsknpeurb0	Skylanders - SuperChargers Racing (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)
rvlskoeusab0	Karaoke Revolution Glee - Volume 3 (USA) (En,Fr,Es)
rvlskopeurb0	Karaoke Revolution Glee - Volume 3 (Europe) (En,Fr,De,Es,It,Nl)
rvlskreusab0	Kamen Rider - Dragon Knight (USA) (En,Fr,Es)
rvlskseusab0	NBA 2K13 (USA) (En,Fr,Es)
rvlskspeurb0	NBA 2K13 (Europe) (En,Fr,De,Es,It)
rvlskteusab0	All Star Karate (USA) (En,Fr,Es)
rvlsktpeurb0	All Star Karate (Europe) (En,Fr,De,Es,It,Nl)
rvlskueusab0	DreamWorks Kung Fu Panda 2 (USA) (En,Fr) (SKUE)
rvlskupeurb0	DreamWorks Kung Fu Panda 2 (Europe, Australia) (En,Fr,De,Es,It,Nl)
rvlskuzusab0	DreamWorks Kung Fu Panda 2 (USA) (En,Fr) (SKUZ)
rvlskveusab0	Kevin VanDam Big Bass Challenge (USA) (En,Fr,Es)
rvlskwpeurb0	Cocoto Kart Racer 2 (Europe) (En,Fr,De,Es,It)
rvlskxeusab0	Pirate Blast (USA) (En,Fr,Es)
rvlskxpeurb0	Pirate Blast (Europe) (En,Fr,De,Es,It,Nl)
rvlskyeusab0	Skylanders - Giants (USA) (En,Fr)
rvlskypeurb0	Skylanders - Giants (Europe) (En,Fr,Nl)
rvlskyxscnb0	Skylanders - Giants (Scandinavia) (Sv,No,Da,Fi)
rvlskyyusab0	Skylanders - Giants (Brazil) (En,Es,Pt)
rvlskyzeuzb0	Skylanders - Giants (Europe) (De,Es,It)
rvlskzeusab0	DreamWorks Super Star Kartz (USA) (En,Fr)
rvlskzpeurb0	DreamWorks Super Star Kartz (Europe) (En,Fr,De,Es,It,Nl,Sv)
rvlsl2jjpnb0	Zero - Shinku no Chou (Japan)
rvlsl2peurb0	Project Zero 2 - Wii Edition (Europe) (En,Fr,De,Es,It)
rvlsl3eusab0	Don Bluth Presents Dragon's Lair Trilogy (USA)
rvlsl4peurb0	40 Principales, Los - Karaoke Party (Spain) (En,Es)
rvlsl5dgerb0	Let's Sing 2019 - Mit Deutschen Hits (Germany) (En,Fr,De,Es,It)
rvlsl5ffrab0	Let's Sing 2019 - Hits Francais et Internationaux (France) (En,Fr,De,Es,It)
rvlsl6peurb0	Everyone Sing (Europe) (En,Fr,De,Es,It)
rvlsl7dgerb0	2 in 1 - Meine Tierpension + Meine Tiersprechstunde (Germany)
rvlslaeusab0	Last Airbender, The (USA) (En,Fr)
rvlslapeurb0	Last Airbender, The (Europe) (En,Fr,De,Es,It)
rvlslaxeuub0	Last Airbender, The (Europe) (En,Fr,De,Es,It) (Special Edition)
rvlslazusab0	Last Airbender, The (USA) (En,Fr) (Toys R Us)
rvlslceusab0	Get Up and Dance (USA) (En,Fr,Es)
rvlslcpeurb0	Get Up and Dance (Europe) (En,Fr,De,Es,It)
rvlsldeusab0	Let's Dance (USA)
rvlsldpeurb0	Let's Dance with Mel B (Europe) (En,Fr,De,Es,It)
rvlsleeusab0	Deepak Chopra's Leela (USA) (En,Fr)
rvlslepeurb0	Deepak Chopra's Leela (Europe, Australia) (En,Fr,De)
rvlslfpeurb0	Let's Sing (Europe) (En,Fr,De,Es,It)
rvlslfxeuzb0	Let's Sing 5 - Version Espanola (Spain) (En,Fr,De,Es,It)
rvlslgeusab0	Let's Sing 2016 (USA) (En,Fr,Es)
rvlslgpeurb0	Let's Sing 2016 (Europe) (En,Fr,De,Es,It)
rvlslheusab0	LEGO Harry Potter - Years 5-7 (USA) (En,Fr,Es,Pt)
rvlslhpeurb0	LEGO Harry Potter - Years 5-7 (Europe) (En,Fr,De,Es,It,Nl,Da)
rvlslieusab0	Little League World Series Baseball - Double Play (USA)
rvlsljpespb0	Let's Sing 8 - Version Espanola (Spain) (En,Fr,De,Es,It)
rvlslkpeurb0	Let's Sing 2016 - Hits Francais (France) (En,Fr,De,Es,It)
rvlslleusab0	Lucha Libre AAA - Heroes del Ring (Latin America) (En,Es)
rvlslmpeurb0	40 Principales, Los - Karaoke Party Vol. 2 (Spain) (En,Es)
rvlslnpeueb0	Voz Vol. 3, La (Spain) (En,Es)
rvlslppeurb0	Spirit of the Wolf, The (France) (En,Fr)
rvlslreusab0	LEGO The Lord of the Rings (USA) (En,Fr,Es,Pt)
rvlslrpeurb0	LEGO The Lord of the Rings (Europe) (En,Fr,De,Es,It,Nl,Da)
rvlslseusae0	Last Story, The (USA) (En,Fr,Es)
rvlslsjjpnb0	Last Story, The (Japan)
rvlslspeure0	Last Story, The (Europe) (En,Fr,De,Es,It)
rvlslteusab0	NewU Fitness First Mind Body - Yoga & Pilates Workout (USA) (En,Fr,Es)
rvlsltpeurb0	NewU Fitness First Mind Body - Yoga & Pilates Workout (Europe) (En,Fr,De,Es,It)
rvlslvpeurb0	We Dare - Flirty Fun for All (Europe) (En,Fr,De,Es,It)
rvlslweusab0	Where's Waldo The Fantastic Journey (USA) (En,Fr)
rvlslyeusab0	Beastly (USA) (En,Fr,Es)
rvlslypeurb0	Beastly (Europe) (En,Fr,De,Es,It,Nl)
rvlsm2eusab0	10 Minute Solution (USA) (En,Fr)
rvlsm2peurb0	10 Minute Solution (Europe) (En,Fr,De,Es,It)
rvlsm4eusab0	Monster Trucks Mayhem (USA) (En,Fr,Es)
rvlsm4peurb0	Monster Trucks (Europe) (En,Fr,De,Es,It)
rvlsm5eusab0	Power Rangers Samurai (USA) (En,Fr,Es)
rvlsm5peurb0	Power Rangers Samurai (Europe) (En,Fr,De,Es,It)
rvlsm6peurb0	My Body Coach 2 - Fitness & Dance (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)
rvlsm7eusab0	Madden NFL 12 (USA)
rvlsm8dgerb0	Call of Duty - Modern Warfare 3 (Germany)
rvlsm8eusab0	Call of Duty - Modern Warfare 3 (USA)
rvlsm8ffrab0	Call of Duty - Modern Warfare 3 (France)
rvlsm8iitab0	Call of Duty - Modern Warfare 3 (Italy)
rvlsm8pukvb0	Call of Duty - Modern Warfare 3 (Europe, Australia)
rvlsm8sespb0	Call of Duty - Modern Warfare 3 (Spain)
rvlsm8xcanb0	Call of Duty - Modern Warfare 3 (Canada)
rvlsm9eusab0	Major League Baseball 2K12 (USA)
rvlsmaeusab0	Marines - Modern Urban Combat (USA)
rvlsmapeurb0	Marines - Modern Urban Combat (Europe) (En,Fr,De)
rvlsmbeusab0	Super Monkey Ball - Step & Roll (USA)
rvlsmbjjpnb0	Super Monkey Ball Athletic (Japan)
rvlsmbpeurb0	Super Monkey Ball - Step & Roll (Europe, Australia) (En,Fr,De,Es,It)
rvlsmceusab0	We Wish You a Merry Christmas (USA)
rvlsmcpukvb0	We Wish You a Merry Christmas (Europe)
rvlsmeeusab0	Madden NFL 11 (USA) (Rev 1)
rvlsmfeusab0	Disney Phineas and Ferb - Across the 2nd Dimension (USA)
rvlsmfpeurb0	Disney Phineas and Ferb - Across the 2nd Dimension (Europe) (En,Fr,De,Es,It,Nl)
rvlsmgeusab0	DreamWorks Megamind - Mega Team Unite (USA) (En,Fr)
rvlsmgpeurb0	DreamWorks Megamind - Mega Team Unite (Europe) (En,Fr,De,Es,It,Nl)
rvlsmhpeurb0	Marvel Super Heroes 3D - Grandmaster's Challenge (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da)
rvlsmieusab0	Who Wants to Be a Millionaire (USA)
rvlsmjeusab0	Monster Jam - Path of Destruction (USA) (En,Fr)
rvlsmjpeurb0	Monster Jam - Path of Destruction (Europe) (En,Fr,Es,It,Nl)
rvlsmkeusab0	Gem Smashers (USA)
rvlsmleusab0	Major League Baseball 2K10 (USA)
rvlsmmjjpnb0	Momjjang Diet Wii - Figurobics by Jung Da-yeon (Japan)
rvlsmneusab0	New Super Mario Bros. Wii (USA) (En,Fr,Es) (Rev 1)
rvlsmnjjpnb0	New Super Mario Bros. Wii (Japan) (Rev 1)
rvlsmnkkorb0	New Super Mario Bros. Wii (Korea)
rvlsmnpeurb0	New Super Mario Bros. Wii (Europe) (En,Fr,De,Es,It) (Rev 1)
rvlsmnwchtb0	New Super Mario Bros. Wii (Asia)
rvlsmoeusab0	Michael Jackson - The Experience (USA) (En,Fr,Es)
rvlsmojjpnb0	Michael Jackson - The Experience (Japan)
rvlsmopeurb0	Michael Jackson - The Experience (Europe) (En,Fr,De,Es,It)
rvlsmoxusab0	Michael Jackson - The Experience (USA) (En,Fr,Es) (Walmart)
rvlsmoyeuub0	Michael Jackson - The Experience (Europe) (En,Fr,De,Es,It) (Special Edition)
rvlsmpeusab0	Monopoly Collection (USA) (En,Fr)
rvlsmppeurb0	Monopoly Collection (Europe) (En,Fr)
rvlsmreusab0	WWE SmackDown vs. Raw 2011 (USA) (En,Fr,Es)
rvlsmrpeurb0	WWE SmackDown vs. Raw 2011 (Europe, Australia) (En,Fr,De,Es,It)
rvlsmseusab0	Marvel Super Hero Squad - The Infinity Gauntlet (USA) (En,Fr)
rvlsmspeurb0	Marvel Super Hero Squad - The Infinity Gauntlet (Europe) (En,Fr,De,Es,It)
rvlsmtjjpnb0	Momotarou Dentetsu 2010 - Sengoku Ishin no Hero Daishuugou! no Maki (Japan)
rvlsmujjpnb0	Daikaijuu Battle - Ultra Coliseum DX - Ultra Senshi Daishuuketsu (Japan)
rvlsmveusab0	Major League Baseball 2K11 (USA)
rvlsmweusab0	Man vs. Wild with Bear Grylls (USA)
rvlsmyeusab0	Minute to Win It (USA) (En,Fr,Es)
rvlsmzeusab0	Marvel Super Hero Squad - Comic Combat (USA) (En,Fr)
rvlsmzpeurb0	Marvel Super Hero Squad - Comic Combat (Europe) (En,Fr,De,Es,It,Nl)
rvlsn2eusab0	Nerf N-Strike - Double Blast Bundle (USA)
rvlsn3eusab0	Maximum Racing - Rally Racer (USA) (En,Fr,Es)
rvlsn3peurb0	Rally Racer (Europe) (En,Fr,De,Es,It)
rvlsn4eusab0	Naruto Shippuden - Dragon Blade Chronicles (USA)
rvlsn4jjpnb0	Naruto Shippuuden - Ryuu Jin-ki (Japan)
rvlsn4xeurb0	Naruto Shippuden - Dragon Blade Chronicles - European Version (Europe) (Fr,It)
rvlsn5eusab0	Maximum Racing - Crash Car Racer (USA) (En,Fr,Es)
rvlsn5peurb0	Crash Car Racer (Europe) (En,Fr,De,Es,It)
rvlsn6eusab0	Maximum Racing - Super Karts (USA) (En,Fr,Es)
rvlsn6peurb0	Super Karts (Australia) (En,Fr,De,Es,It) (Rev 1)
rvlsn7eusab0	Maximum Racing - Super Truck Racer (USA) (En,Fr,Es)
rvlsn7peurb0	Super Truck Racer (Europe) (En,Fr,De,Es,It)
rvlsn8eusab0	Maximum Racing - Sprint Cars (USA) (En,Fr,Es)
rvlsn8peurb0	Sprint Cars (Europe) (En,Fr,De,Es,It)
rvlsn9eusab0	Nickelodeon Fit (USA)
rvlsnaeusab0	Cabela's North American Adventures (USA)
rvlsnbeusab0	NCIS - Based on the TV Series (USA) (En,Fr,Es)
rvlsnbpeurb0	NCIS - Based on the TV Series (Europe) (En,Fr,De,Es,It)
rvlsnceusab0	Sonic Colors (USA) (En,Ja,Fr,De,Es,It)
rvlsncjjpnb0	Sonic Colors (Japan)
rvlsncpeurb0	Sonic Colours (Europe) (En,Ja,Fr,De,Es,It)
rvlsndeusab0	Deal or No Deal - Special Edition (USA) (En,Fr,Es)
rvlsneeusab0	North American Hunting Extravaganza 2 (USA)
rvlsnepukvb0	North American Hunting Extravaganza 2 (Europe)
rvlsnfeusab0	EA Sports Active - NFL Training Camp (USA)
rvlsngeusab0	Get Fit with Mel B (USA) (En,Fr,Es)
rvlsngpeurb0	Get Fit with Mel B (Europe) (En,Fr,De,Es,It,Nl)
rvlsnheusab0	Need for Speed - Hot Pursuit (USA) (En,Fr,Es)
rvlsnhjjpnb0	Need for Speed - Hot Pursuit (Japan)
rvlsnhpeurb0	Need for Speed - Hot Pursuit (Europe, Australia) (En,Fr,De,Es,It,Nl)
rvlsnieusab0	Nickelodeon Nicktoons MLB (USA)
rvlsnjeusab0	NBA Jam (USA)
rvlsnjpukvb0	NBA Jam (Europe)
rvlsnjpukvb1	NBA Jam (Europe) (Rev 1)
rvlsnkpukvb0	Nickelodeon Fit (Australia)
rvlsnkxeurb0	Nickelodeon Fit (Europe) (En,Fr,Nl)
rvlsnleusab0	Nickelodeon Dance (USA)
rvlsnlxeurb0	Nickelodeon Dance (Europe) (En,Fr,Es,Nl)
rvlsnmeusab0	Namco Museum Megamix (USA)
rvlsnopukvb0	Now! That's What I Call Music - Dance & Sing (Europe)
rvlsnpeusab0	NASCAR the Game - Inside Line (USA)
rvlsnqeusab0	National Geographic - Challenge! (USA) (En,Fr,Es)
rvlsnqpeurb0	National Geographic - Challenge! (Europe) (En,Fr,De,Es,It)
rvlsnreusab0	NASCAR Unleashed (USA)
rvlsnseusab0	NASCAR 2011 - The Game (USA)
rvlsnteusab2	Netflix (USA) (Rev 2)
rvlsnteusab3	Netflix (USA) (Rev 3)
rvlsnupeurb0	Happy Neuron Academy (Europe) (En,Fr,De)
rvlsnveusab0	Need for Speed - The Run (USA) (En,Fr,Es)
rvlsnvjjpnb0	Need for Speed - The Run (Japan)
rvlsnvpeurb0	Need for Speed - The Run (Europe) (En,Fr,De,Es,It,Nl)
rvlsnxjjpnb0	Naruto Shippuuden - Gekitou Ninja Taisen! Special (Japan)
rvlsnyeusab0	Monster High - 13 Wishes (USA) (En,Fr,Es)
rvlsnypeurb0	Monster High - 13 Wishes (Europe, Australia) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)
rvlsnzeusab0	Barbie Dreamhouse Party (USA) (En,Fr,Es)
rvlsnzpeurb0	Barbie Dreamhouse Party (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)
rvlso3eusab0	Rune Factory - Tides of Destiny (USA)
rvlso3jjpnb0	Rune Factory - Oceans (Japan)
rvlsoaeusab0	Cabela's Hunting Expeditions (USA)
rvlsobdgerb0	Bibi Blocksberg - Das grosse Hexenbesen-Rennen 2 (Germany)
rvlsoceusab0	Deadliest Catch - Sea of Chaos (USA)
rvlsodpeurb0	Ontdekker en het Mysterie van de Diamanten Scarabee, De (Netherlands) (En,Nl)
rvlsoieusab0	101-in-1 Sports Party Megamix (USA) (En,Fr,Es)
rvlsoipeurb0	101-in-1 Sports Party Megamix (Europe) (En,Fr,De,Es,It,Nl)
rvlsojeusab0	Rayman Origins (USA) (En,Fr,Es)
rvlsojpeurb0	Rayman Origins (Europe) (En,Fr,De,Es,It,Nl)
rvlsokeusab0	Karaoke Joysound (USA) (En,Fr,Es)
rvlsokjjpnb0	Karaoke Joysound Wii DX (Japan)
rvlsomeusab0	Rhythm Heaven Fever (USA)
rvlsomjjpnb0	Minna no Rhythm Tengoku (Japan)
rvlsomkkorb0	Rhythm Sesang Wii (Korea)
rvlsompeurb0	Beat the Beat - Rhythm Paradise (Europe, Australia) (En,Fr,De,Es,It)
rvlsondnoeb0	Meine ersten Mitsing-Lieder (Germany)
rvlsonffrab0	Mon Premier Karaoke (France)
rvlsonpukvb0	My First Songs (Europe)
rvlsoreusab0	Oregon Trail, The (USA)
rvlsoseusab0	DreamWorks Turbo - Super Stunt Squad (USA) (En,Fr,Es)
rvlsospeurb0	DreamWorks Turbo - Super Stunt Squad (Europe) (En,Fr,De,Es,It)
rvlsoteusab0	ABC Wipeout - The Game (USA)
rvlsoueusab0	Legend of Zelda, The - Skyward Sword (USA) (En,Fr,Es)
rvlsoujjpnb0	Zelda no Densetsu - Skyward Sword (Japan)
rvlsoukkorb0	Legend of Zelda, The - Skyward Sword (Korea)
rvlsoupeurb0	Legend of Zelda, The - Skyward Sword (Europe) (En,Fr,De,Es,It)
rvlsp2eusab0	Wii Sports + Wii Sports Resort (USA) (En,Fr,Es)
rvlsp2peurb0	Wii Sports + Wii Sports Resort (Europe, Australia) (En,Fr,De,Es,It)
rvlsp3eusab0	$1,000,000 Pyramid, The (USA)
rvlsp4peurb0	Petanque Master (France) (En,Fr)
rvlsp5eusab0	Kore Gang, The - Outvasion from Inner Earth (USA) (En,Fr,Es)
rvlsp5peurb0	Kore Gang, The (Europe) (En,Fr,De,Es)
rvlsp6dnoeb0	Popstars (Germany)
rvlsp7eusab0	Pac-Man Party (USA) (En,Fr,Es)
rvlsp7jjpnb0	Pac-Man Party (Japan)
rvlsp7peurb0	Pac-Man Party (Europe) (En,Fr,De,Es,It)
rvlsp8eusab0	DreamWorks The Penguins of Madagascar - Dr. Blowhole Returns - Again! (USA) (En,Fr)
rvlsp8peurb0	DreamWorks The Penguins of Madagascar - Dr. Blowhole Returns - Again! (Europe) (En,Fr,De,Es,It,Nl)
rvlsp9peurb0	Pucca's Race for Kisses (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da)
rvlspaeusab0	Pirates PlundArrr (USA)
rvlspbpeurb0	Spellbound Party (Europe) (En,Fr,De,Es,It)
rvlspcpeurb0	Pocoyo Racing (Europe) (En,Fr,De,Es,It) (Rev 1)
rvlspdeusab0	Spider-Man - Shattered Dimensions (USA) (En,Fr)
rvlspdpeurb0	Spider-Man - Shattered Dimensions (Europe) (En,Fr,De,Es,It)
rvlspeeusab0	Speed (USA) (En,Fr,Es)
